2	1
3	1
4	0.75
5	0.6
6	0.5
7	0.428571
8	0.375
9	0.333333
10	0.3
11	0.272727
12	0.25
13	0.307692
14	0.357143
15	0.4
16	0.4375
17	0.470588
18	0.5
19	0.526316
20	0.55
21	0.571429
22	0.590909
23	0.608696
24	0.625
25	0.64
26	0.653846
27	0.666667
28	0.678571
29	0.689655
30	0.7
31	0.709677
32	0.71875
33	0.727273
34	0.735294
35	0.742857
36	0.75
37	0.756757
38	0.763158
39	0.769231
40	0.775
41	0.780488
42	0.785714
43	0.790698
44	0.795455
45	0.8
46	0.804348
47	0.808511
48	0.8125
49	0.816327
50	0.82
51	0.823529
52	0.826923
53	0.830189
54	0.833333
55	0.836364
56	0.839286
57	0.842105
58	0.844828
59	0.847458
60	0.85
61	0.852459
62	0.854839
63	0.857143
64	0.859375
65	0.861538
66	0.863636
67	0.865672
68	0.867647
69	0.869565
70	0.871429
71	0.873239
72	0.875
73	0.876712
74	0.878378
75	0.88
76	0.881579
77	0.883117
78	0.884615
79	0.886076
80	0.8875
81	0.888889
82	0.890244
83	0.891566
84	0.892857
85	0.894118
86	0.895349
87	0.896552
88	0.897727
89	0.898876
90	0.9
91	0.901099
92	0.902174
93	0.903226
94	0.904255
95	0.905263
96	0.90625
97	0.907216
98	0.908163
99	0.909091
100	0.91
101	0.910891
102	0.911765
103	0.912621
104	0.913462
105	0.914286
106	0.915094
107	0.915888
108	0.916667
109	0.917431
110	0.918182
111	0.918919
112	0.919643
113	0.920354
114	0.921053
115	0.921739
116	0.922414
117	0.923077
118	0.923729
119	0.92437
120	0.925
121	0.92562
122	0.92623
123	0.926829
124	0.927419
125	0.928
126	0.928571
127	0.929134
128	0.929688
129	0.930233
130	0.930769
131	0.931298
132	0.931818
133	0.932331
134	0.932836
135	0.933333
136	0.933824
137	0.934307
138	0.934783
139	0.935252
140	0.935714
141	0.93617
142	0.93662
143	0.937063
144	0.9375
145	0.937931
146	0.938356
147	0.938776
148	0.939189
149	0.939597
150	0.94
151	0.940397
152	0.940789
153	0.941176
154	0.941558
155	0.941935
156	0.942308
157	0.942675
158	0.943038
159	0.943396
160	0.94375
161	0.944099
162	0.944444
163	0.944785
164	0.945122
165	0.945455
166	0.945783
167	0.946108
168	0.946429
169	0.946746
170	0.947059
171	0.947368
172	0.947674
173	0.947977
174	0.948276
175	0.948571
176	0.948864
177	0.949153
178	0.949438
179	0.949721
180	0.95
181	0.950276
182	0.950549
183	0.95082
184	0.951087
185	0.951351
186	0.951613
187	0.951872
188	0.952128
189	0.952381
190	0.952632
191	0.95288
192	0.953125
193	0.953368
194	0.953608
195	0.953846
196	0.954082
197	0.954315
198	0.954545
199	0.954774
200	0.955
201	0.955224
202	0.955446
203	0.955665
204	0.955882
205	0.956098
206	0.956311
207	0.956522
208	0.956731
209	0.956938
210	0.957143
211	0.957346
212	0.957547
213	0.957747
214	0.957944
215	0.95814
216	0.958333
217	0.958525
218	0.958716
219	0.958904
220	0.959091
221	0.959276
222	0.959459
223	0.959641
224	0.959821
225	0.96
226	0.960177
227	0.960352
228	0.960526
229	0.960699
230	0.96087
231	0.961039
232	0.961207
233	0.961373
234	0.961538
235	0.957447
236	0.95339
237	0.949367
238	0.94958
239	0.949791
240	0.95
241	0.950207
242	0.950413
243	0.950617
244	0.95082
245	0.95102
246	0.951219
247	0.951417
248	0.951613
249	0.951807
250	0.952
251	0.952191
252	0.952381
253	0.952569
254	0.952756
255	0.952941
256	0.953125
257	0.953307
258	0.953488
259	0.953668
260	0.953846
261	0.954023
262	0.954198
263	0.954373
264	0.954545
265	0.954717
266	0.954887
267	0.955056
268	0.955224
269	0.95539
270	0.955556
271	0.95572
272	0.955882
273	0.956044
274	0.956204
275	0.956364
276	0.956522
277	0.956679
278	0.956835
279	0.956989
280	0.957143
281	0.957295
282	0.957447
283	0.957597
284	0.957747
285	0.957895
286	0.958042
287	0.958188
288	0.958333
289	0.958477
290	0.958621
291	0.958763
292	0.958904
293	0.959044
294	0.959184
295	0.959322
296	0.959459
297	0.959596
298	0.959732
299	0.959866
300	0.96
301	0.960133
302	0.960265
303	0.960396
304	0.960526
305	0.960656
306	0.960784
307	0.960912
308	0.961039
309	0.961165
310	0.96129
311	0.961415
312	0.961538
313	0.961661
314	0.961783
315	0.961905
316	0.962025
317	0.962145
318	0.962264
319	0.962382
320	0.9625
321	0.962617
322	0.962733
323	0.962848
324	0.962963
325	0.963077
326	0.96319
327	0.963303
328	0.963415
329	0.963526
330	0.963636
331	0.963746
332	0.963855
333	0.963964
334	0.964072
335	0.964179
336	0.964286
337	0.964392
338	0.964497
339	0.964602
340	0.964706
341	0.964809
342	0.964912
343	0.965015
344	0.965116
345	0.965217
346	0.965318
347	0.965418
348	0.965517
349	0.965616
350	0.965714
351	0.965812
352	0.965909
353	0.966006
354	0.966102
355	0.966197
356	0.966292
357	0.966387
358	0.96648
359	0.966574
360	0.966667
361	0.966759
362	0.966851
363	0.966942
364	0.967033
365	0.967123
366	0.967213
367	0.967302
368	0.967391
369	0.96748
370	0.967568
371	0.967655
372	0.967742
373	0.967828
374	0.967914
375	0.968
